,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comprehensive_care,comprehensive_support
522,2,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,No_No,No_No
523,0,0,No,Yes,No,Rarely,26-100,Yes,Yes,Don't know,Don't know,Maybe,Yes,No,No,No,No,Don't know,Yes,Don't know_Not sure,Don't know_Don't know
524,2,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,Don't know_Yes,Don't know_No
525,3,1,No,Yes,Yes,Rarely,100-1000,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Yes_Yes
526,0,0,Yes,No,No,Sometimes,1-5,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Yes_Yes,Don't know_Don't know
527,3,0,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Somewhat difficult,Yes,Yes,No,No,No,No,Don't know,Yes,No_Yes,Yes_No
528,1,0,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,Yes_Yes,No_Yes
529,1,1,Yes,Yes,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
530,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,Don't know,No,No_No,No_No
531,1,0,No,No,Yes,Rarely,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No,Yes_Yes,Yes_Yes
532,0,1,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,No_No,No_No
533,0,0,No,No,No,Rarely,6-25,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Don't know_No,No_Don't know
534,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Don't know_Not sure,Don't know_No
535,0,1,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,No,No_Yes,No_No
536,3,0,No,Yes,Yes,Often,26-100,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,Yes_Yes,Yes_Yes
537,0,0,No,Yes,Yes,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,No,No,Don't know_No,No_Don't know
538,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_No,No_No
539,0,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,No,Yes,Yes_Yes,No_Don't know
540,0,1,No,Yes,Yes,Often,100-1000,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,Don't know_No,No_No
541,1,1,No,Yes,Yes,Rarely,100-1000,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,No_No
542,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Yes,No,Don't know_No,No_No
543,1,1,No,Yes,Yes,Often,100-1000,Yes,Yes,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,No,Yes,Yes_No,No_Don't know
544,1,2,No,Yes,Yes,Rarely,100-1000,No,Yes,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,No_Not sure,No_No
545,0,1,No,No,No,Never,6-25,No,Yes,Don't know,Very easy,Maybe,No,No,Some of them,No,Yes,Yes,No,Don't know_Not sure,No_No
546,1,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
547,2,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,Yes_No,No_Yes
548,0,0,No,Yes,No,Never,More than 1000,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
549,1,0,No,No,No,Often,26-100,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes,Don't know,No,No_No,Don't know_No
550,0,1,No,Yes,No,Never,100-1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_No
551,2,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,No_No,No_No
552,1,1,No,No,Yes,Sometimes,1-5,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,No_No,No_No
553,0,2,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,No_Yes,Yes_No
554,0,1,No,Yes,Yes,Rarely,100-1000,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,No_No,No_No
555,2,1,No,No,Yes,Often,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
556,2,0,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
557,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
558,0,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,No_Not sure,No_Don't know
559,0,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
560,3,0,Yes,No,No,Never,6-25,Yes,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,No_No,No_No
561,0,0,No,Yes,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,No,No,No,Yes,No,Don't know_No,No_Don't know
562,2,0,No,No,No,Never,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Don't know_Not sure,Don't know_Don't know
563,2,0,No,No,Yes,Rarely,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_Don't know
564,3,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No,No_No,No_No
565,1,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,Yes_Yes,No_No
566,3,0,No,No,Yes,Sometimes,100-1000,No,Yes,Yes,Don't know,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No,Yes_Not sure,Yes_Don't know
567,2,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,Don't know,No,Yes_No,No_Yes
568,1,0,No,Yes,No,Sometimes,More than 1000,No,Yes,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,Yes_Not sure,Don't know_Don't know
569,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,Don't know_No,No_No
570,0,0,No,Yes,Yes,Rarely,1-5,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,No_Yes,No_No
571,3,0,No,No,Yes,Often,More than 1000,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_Yes,Yes_Yes
572,0,1,No,No,No,Sometimes,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Don't know_Not sure,Don't know_Yes
573,0,1,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,Yes_Yes,No_No
574,3,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,No,No,No,No,No,Maybe,No,No,No_Yes,No_No
575,3,0,No,Yes,No,Never,26-100,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,Don't know_No,No_Don't know
576,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Don't know_No,Don't know_No
577,2,0,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Don't know_Not sure,No_No
578,1,0,Yes,No,No,Never,26-100,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No,Yes_Yes,No_No
579,2,0,No,Yes,Yes,Sometimes,26-100,Yes,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_No,No_No
580,3,0,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes,Yes_No,No_No
581,3,0,No,Yes,No,Never,100-1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
582,1,0,No,No,Yes,Never,More than 1000,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Don't know,Yes,Yes_Not sure,Yes_Yes
583,2,0,No,No,No,Never,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
584,0,0,No,No,No,Sometimes,1-5,Yes,Yes,Yes,Don't know,Yes,No,Some of them,Yes,No,No,No,No,No_No,No_No
585,3,1,No,No,No,Never,26-100,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,Don't know_Not sure,No_No
586,0,0,No,No,Yes,Often,100-1000,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,Yes,No_No,No_No
587,1,1,No,No,No,Never,26-100,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Yes_Yes,Yes_No
588,1,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,No_No,No_No
589,3,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,No_Yes,No_No
590,2,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes,Yes_Yes,No_No
591,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,No_No
592,0,0,No,Yes,Yes,Sometimes,1-5,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,No_No,No_No
593,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,Yes_Not sure,Yes_Yes
594,1,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
595,0,0,No,No,No,Rarely,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,Yes_Not sure,Don't know_Don't know
596,0,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes,Yes_Not sure,No_No
597,1,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Don't know_No,No_Don't know
598,3,0,No,No,No,Never,100-1000,Yes,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
599,1,0,No,Yes,Yes,Rarely,100-1000,No,Yes,Don't know,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,Yes,No_No,No_Don't know
600,1,0,No,Yes,No,Often,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,Yes_Yes
601,2,0,Yes,Yes,No,Never,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,No_No,Yes_Yes
602,2,0,No,Yes,Yes,Sometimes,100-1000,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No,Yes_Not sure,No_No
603,1,2,Yes,Yes,Yes,Often,1-5,Yes,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,No_Yes,No_Yes
604,0,0,No,No,No,Never,More than 1000,No,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,Yes_Not sure,Don't know_Don't know
605,2,0,No,No,No,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,No_Yes,No_No
606,3,0,No,No,No,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,No_Don't know
607,0,0,No,No,No,Never,26-100,No,No,Don't know,Don't know,Maybe,Yes,Some of them,No,No,Maybe,No,No,Don't know_Not sure,No_No
608,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,Don't know_No,No_No
609,0,0,No,No,No,Never,1-5,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,No_No,No_No
610,2,0,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
611,3,0,Yes,No,No,Rarely,6-25,Yes,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
612,3,0,No,No,No,Often,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Don't know_No,No_No
613,1,0,No,No,No,Sometimes,26-100,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Yes,No,Yes,Don't know_Not sure,No_No
614,1,0,No,No,No,Rarely,More than 1000,No,Yes,Don't know,Very easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,Yes_No,No_No
615,1,0,Yes,No,Yes,Often,6-25,Yes,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,No_Not sure,No_Yes
616,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Yes_No,Yes_Don't know
617,2,0,No,Yes,Yes,Rarely,100-1000,Yes,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,Yes_Yes,No_No
618,3,0,No,Yes,No,Often,26-100,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_Not sure,No_Don't know
619,0,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Yes_Yes,No_No
620,0,0,No,Yes,No,Sometimes,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,No_No
621,0,0,Yes,No,No,Never,1-5,No,Yes,Don't know,Don't know,No,Maybe,Some of them,Yes,Maybe,Yes,No,Yes,Don't know_Not sure,No_No
622,1,1,No,No,Yes,Often,26-100,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Yes_Yes,No_No
623,0,1,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,No,Yes_Yes,Yes_Yes
624,1,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_No,No_No
625,1,1,No,Yes,Yes,Rarely,100-1000,No,Yes,Don't know,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,No,Yes_Yes,Yes_Yes
626,3,2,No,Yes,Yes,Sometimes,100-1000,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,No_No
627,2,0,Yes,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No,No_Yes,No_No
628,2,0,No,No,No,Sometimes,26-100,Yes,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,No_Yes,No_No
629,1,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,Don't know,Yes,Yes_Not sure,No_Don't know
630,0,1,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,No_No,No_No
631,3,0,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,No_No
632,1,0,No,No,No,Sometimes,6-25,Yes,Yes,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No_No,No_No
633,2,1,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,No_Don't know
634,2,0,No,No,Yes,Rarely,100-1000,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Don't know_No,Yes_Don't know
635,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Don't know,No,No_No,No_No
636,2,0,Yes,Yes,Yes,Often,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes,No_No,No_No
637,1,0,No,No,Yes,Often,26-100,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
638,2,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Not sure,No_No
639,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,No_Yes,Yes_No
640,2,0,No,No,No,Never,26-100,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Yes,No_No
641,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,No_No,No_No
642,1,1,No,Yes,Yes,Sometimes,More than 1000,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes,Yes_Yes,Yes_Yes
643,3,0,No,No,No,Never,26-100,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,Yes_Yes,No_Yes
644,1,1,No,Yes,Yes,Rarely,100-1000,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes,Yes_No,No_No
645,3,0,Yes,No,No,Never,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,No_No,No_No
646,0,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,No_No,No_No
647,1,0,No,No,No,Sometimes,26-100,No,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,No_No,No_No
648,0,1,No,Yes,No,Sometimes,100-1000,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,No_Yes,Yes_Yes
649,0,1,No,No,No,Often,6-25,No,Yes,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,No,No_No,No_No
650,3,0,No,No,No,Rarely,More than 1000,Yes,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,Yes_Yes
651,1,0,No,Yes,Yes,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,Don't know_Not sure,Don't know_Don't know
652,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes,Don't know_Not sure,No_No
653,2,1,No,Yes,No,Never,100-1000,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes,Don't know_No,Yes_Yes
654,2,0,No,No,Yes,Never,100-1000,No,No,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No,Yes_Not sure,Yes_Yes
655,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No,No_No,No_No
656,1,0,No,No,No,Rarely,1-5,No,Yes,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No,No_No,No_No
657,2,0,Yes,No,No,Never,1-5,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,No_No,No_No
658,1,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,No,Yes_Yes,No_Don't know
659,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
660,0,1,No,No,No,Rarely,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
661,0,0,No,No,No,Never,1-5,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
662,2,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
663,0,0,Yes,No,No,Never,1-5,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,No_No,No_No
664,1,0,No,No,No,Sometimes,More than 1000,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_No,No_No
665,1,0,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No,No_No,Don't know_No
666,0,0,Yes,No,No,Never,1-5,Yes,Yes,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes,Don't know_No,Don't know_Don't know
667,0,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
668,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,No_No,No_No
669,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_No
670,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,No,No_Not sure,No_Don't know
671,0,0,No,Yes,No,Sometimes,6-25,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
672,0,0,No,No,No,Never,100-1000,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,Yes_Not sure,Don't know_Yes
673,0,1,No,Yes,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,Don't know_No,Don't know_Don't know
674,2,0,No,Yes,No,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,Don't know_No,No_No
675,1,0,No,No,Yes,Sometimes,26-100,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
676,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No,No_No,No_No
677,1,1,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,Don't know_No,No_No
678,1,0,Yes,No,No,Never,1-5,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,No_Yes,No_No
679,3,0,No,No,Yes,Often,1-5,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,Yes_Not sure,No_Yes
680,2,0,No,No,Yes,Rarely,26-100,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,No_No,No_No
681,3,0,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,Yes_Yes
682,0,2,No,Yes,Yes,Often,26-100,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No,Don't know_Not sure,No_No
683,1,1,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No,Yes_Yes,Yes_Don't know
684,0,1,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,No_No,No_No
685,0,1,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Don't know_Not sure,No_Don't know
686,2,1,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
687,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,Yes_Not sure,Yes_Yes
688,1,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_No,No_No
689,0,1,No,No,Yes,Sometimes,6-25,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,Yes_Don't know
690,0,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_No,No_No
691,1,0,No,No,No,Never,1-5,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,No_No,No_No
692,1,0,No,No,No,Never,26-100,No,Yes,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
693,1,1,No,No,No,Never,More than 1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Not sure,Don't know_Don't know
694,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Yes,No,No,No_No,No_No
695,2,0,No,No,Yes,Sometimes,26-100,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,Yes_Yes,No_No
